id,x_min,y_min,x_max,y_max,과수,논,밭,시설,전체,평균_과수_면적,평균_논_면적,평균_밭_면적,평균_시설_면적,전체_평균면적,총_과수_면적,총_논_면적,총_밭_면적,총_시설_면적,전체_면적_합,factory_n,factory_area_mean,factory_area_sum,factory_bulit_area_mean,factory_bulit_area_sum,reservoir_area_ha_mean,reservoir_area_ha_sum,reservoir_store_km3_mean,reservoir_store_km3_sum,factory_irrigation_mean,factory_irrigation_sum,factory_fure_irrigation_mean,factory_fure_irrigation_sum
43436,128.86211076523134,36.017234195774115,128.86322140406708,36.018133517380036,1,3,2,0,6,836.218595022,1308.6611730586667,932.109093343,0,3076.9888614236665,836.218595022,3925.9835191760003,1864.218186686,0,6626.420300884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43437,128.86322140406708,36.017234195774115,128.8643320429028,36.018133517380036,1,4,0,0,5,1091.24187335,1312.1761120145,0,0,2403.4179853645,1091.24187335,5248.704448058,0,0,6339.946321408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43438,128.8643320429028,36.017234195774115,128.86544268173853,36.018133517380036,0,3,1,0,4,0,982.434878107,677.379422889,0,1659.814300996,0,2947.304634321,677.379422889,0,3624.68405721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43439,128.86544268173853,36.017234195774115,128.86655332057424,36.018133517380036,0,4,5,0,9,0,1113.76552769125,1280.136475116,0,2393.90200280725,0,4455.062110765,6400.68237558,0,10855.744486345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43440,128.86655332057424,36.017234195774115,128.86766395940998,36.018133517380036,1,1,2,0,4,4460.73885554,865.641172275,1501.2609072085,0,6827.6409350235,4460.73885554,865.641172275,3002.521814417,0,8328.901842232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43441,128.86766395940998,36.017234195774115,128.8687745982457,36.018133517380036,1,0,1,0,2,817.185197079,0,715.351043909,0,1532.536240988,817.185197079,0,715.351043909,0,1532.536240988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43449,128.8765490700958,36.017234195774115,128.8776597089315,36.018133517380036,0,0,1,0,1,0,0,486.370487645,0,486.370487645,0,0,486.370487645,0,486.370487645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43450,128.8776597089315,36.017234195774115,128.87877034776724,36.018133517380036,0,3,1,0,4,0,1095.73027363,236.349220355,0,1332.079493985,0,3287.19082089,236.349220355,0,3523.540041245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43451,128.87877034776724,36.017234195774115,128.87988098660296,36.018133517380036,0,7,0,0,7,0,955.6025561767143,0,0,955.6025561767143,0,6689.217893236999,0,0,6689.217893236999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43452,128.87988098660296,36.017234195774115,128.8809916254387,36.018133517380036,1,0,1,0,2,1060.3460572,0,910.01113534,0,1970.35719254,1060.3460572,0,910.01113534,0,1970.35719254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43453,128.8809916254387,36.017234195774115,128.8821022642744,36.018133517380036,1,0,3,0,4,2191.71610685,0,801.5698227773333,0,2993.285929627333,2191.71610685,0,2404.709468332,0,4596.425575182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43454,128.8821022642744,36.017234195774115,128.88321290311015,36.018133517380036,2,0,5,0,7,2169.184916155,0,337.50722207192,0,2506.6921382269197,4338.36983231,0,1687.5361103596,0,6025.905942669599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43455,128.88321290311015,36.017234195774115,128.88432354194586,36.018133517380036,0,0,1,0,1,0,0,209.341409249,0,209.341409249,0,0,209.341409249,0,209.341409249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43458,128.8865448196173,36.017234195774115,128.88765545845305,36.018133517380036,0,0,1,0,1,0,0,862.827163976,0,862.827163976,0,0,862.827163976,0,862.827163976,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43459,128.88765545845305,36.017234195774115,128.88876609728877,36.018133517380036,2,0,1,0,3,1362.58011995,0,215.830503428,0,1578.4106233779999,2725.1602399,0,215.830503428,0,2940.990743328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43460,128.88876609728877,36.017234195774115,128.8898767361245,36.018133517380036,3,0,1,0,4,2208.3232797299997,0,241.595678669,0,2449.9189583989996,6624.969839189999,0,241.595678669,0,6866.565517859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43461,128.8898767361245,36.017234195774115,128.89098737496022,36.018133517380036,0,1,4,0,5,0,939.53862863,791.646574622,0,1731.185203252,0,939.53862863,3166.586298488,0,4106.124927118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43462,128.89098737496022,36.017234195774115,128.89209801379596,36.018133517380036,1,1,3,1,6,1650.47306503,939.015748931,898.0854959246667,71.5696402915,3559.143950177167,1650.47306503,939.015748931,2694.256487774,71.5696402915,5355.3149420265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43463,128.89209801379596,36.017234195774115,128.89320865263167,36.018133517380036,0,1,2,1,4,0,1546.65086428,326.360924546,49.9463868823,1922.9581757083,0,1546.65086428,652.721849092,49.9463868823,2249.3191002543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43464,128.89320865263167,36.017234195774115,128.8943192914674,36.018133517380036,0,1,2,0,3,0,1361.97943808,787.18288574,0,2149.16232382,0,1361.97943808,1574.36577148,0,2936.3452095599996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43467,128.89654056913886,36.017234195774115,128.89765120797458,36.018133517380036,0,0,1,0,1,0,0,1386.93338727,0,1386.93338727,0,0,1386.93338727,0,1386.93338727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43468,128.89765120797458,36.017234195774115,128.89876184681032,36.018133517380036,1,0,1,0,2,2165.84849074,0,261.217380784,0,2427.065871524,2165.84849074,0,261.217380784,0,2427.065871524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
