"pitch_type","game_date","release_speed","release_pos_x","release_pos_z","player_name","batter","pitcher","events","description","spin_dir","spin_rate_deprecated","break_angle_deprecated","break_length_deprecated","zone","des","game_type","stand","p_throws","home_team","away_team","type","hit_location","bb_type","balls","strikes","game_year","pfx_x","pfx_z","plate_x","plate_z","on_3b","on_2b","on_1b","outs_when_up","inning","inning_topbot","hc_x","hc_y","tfs_deprecated","tfs_zulu_deprecated","fielder_2","umpire","sv_id","vx0","vy0","vz0","ax","ay","az","sz_top","sz_bot","hit_distance_sc","launch_speed","launch_angle","effective_speed","release_spin_rate","release_extension","game_pk","pitcher","fielder_2","fielder_3","fielder_4","fielder_5","fielder_6","fielder_7","fielder_8","fielder_9","release_pos_y","estimated_ba_using_speedangle","estimated_woba_using_speedangle","woba_value","woba_denom","babip_value","iso_value","launch_speed_angle","at_bat_number","pitch_number","pitch_name","home_score","away_score","bat_score","fld_score","post_away_score","post_home_score","post_bat_score","post_fld_score","if_fielding_alignment","of_fielding_alignment","spin_axis","delta_home_win_exp","delta_run_exp"
"CU","2023-04-01","78.2","3.87","5.6","Lodolo, Nick",678225,666157,,"swinging_strike",,,,,13,"Ji Hwan Bae strikes out swinging.","R","L","L","CIN","PIT","S",,,0,0,2023,"-1.36","0.13","-0.93","1.77",656582,665833,,2,3,"Top",,,,,592200,,,-7.767379056160829,-113.52380303729655,-1.5079782378534476,-9.974842998814719,23.864992808647585,-30.959553644445265,"2.94","1.38",,,,"77.2",2710,"6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.48",,,,,,,,26,1,"Curveball",3,2,2,3,2,3,2,3,"Strategic","Standard",301,"0","-0.075"
"FF","2023-04-01","93","3.65","5.71","Lodolo, Nick",666801,666157,"strikeout","swinging_strike",,,,,12,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","S",2,,1,2,2023,"1.35","0.8","0.18","3.6",656582,665833,,1,3,"Top",,,,,592200,,,-11.843748690356573,-134.97181381153183,-1.3985767614428428,18.962108417033345,26.578774384821152,-22.27732161690417,"3.43","1.57",,,,"93.3",2175,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.11",,,"0",1,0,0,,25,5,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard",115,"0.091","-0.628"
"FF","2023-04-01","93.6","3.65","5.68","Lodolo, Nick",666801,666157,,"foul",,,,,2,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","S",,,1,2,2023,"1.39","1.04","-0.25","3.45",656582,665833,,1,3,"Top",,,,,592200,,,-13.076975533386758,-135.70879586256007,-2.2921403931659334,19.98735696539295,28.87997927166832,-18.944464146913052,"3.43","1.57",213,"71.9",28,"93.4",2291,"6.3",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.21",,,,,,,,25,4,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard",121,"0","0"
"CU","2023-04-01","80.6","3.69","5.61","Lodolo, Nick",666801,666157,,"blocked_ball",,,,,13,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","B",,,0,2,2023,"-1.2","0.06","-0.32","1.07",656582,665833,,1,3,"Top",,,,,592200,,,-6.592370915750708,-117.21915478249943,-3.5288296693376013,-9.769095139330112,22.25069496935354,-31.170148252955382,"3.33","1.61",,,,"80.2",2827,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.45",,,,,,,,25,3,"Curveball",3,2,2,3,2,3,2,3,"Standard","Standard",302,"0","0.017"
"CU","2023-04-01","78.9","3.65","5.69","Lodolo, Nick",666801,666157,,"swinging_strike",,,,,13,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","S",,,0,1,2023,"-1.27","-0.16","-0.81","0.75",656582,,665833,1,3,"Top",,,,,592200,,,-7.296815656018409,-114.6270478722341,-3.5195993714730287,-9.568403914975287,24.04773421581193,-33.028575244564294,"3.43","1.57",,,,"78.1",2768,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.39",,,,,,,,25,2,"Curveball",3,2,2,3,2,3,2,3,"Standard","Standard",302,"-0.028","-0.116"
"FF","2023-04-01","91.5","3.51","5.71","Lodolo, Nick",666801,666157,,"swinging_strike",,,,,3,"Rodolfo Castro strikes out swinging.","R","R","L","CIN","PIT","S",,,0,0,2023,"1.52","0.84","0.33","3.52",656582,,665833,1,3,"Top",,,,,592200,,,-11.276196727533375,-132.80154443101753,-1.411304823100401,20.40394415242698,28.847878220053126,-22.196480877871625,"3.43","1.57",,,,"91.3",2284,"6.3",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.16",,,,,,,,25,1,"4-Seam Fastball",3,2,2,3,2,3,2,3,"Standard","Standard",119,"0","-0.073"
"CU","2023-04-01","79.4","3.86","5.57","Lodolo, Nick",665833,666157,"single","hit_into_play",,,,,7,"Oneil Cruz singles on a ground ball to right fielder Wil Myers.   Carlos Santana scores.    Connor Joe to 3rd.","R","L","L","CIN","PIT","X",9,"ground_ball",1,2,2023,"-1.71","-0.53","-0.37","1.87",,467793,656582,1,3,"Top",163.71,100.63,,,592200,,,-6.0252363597275576,-115.45647435883664,-0.2525373909934914,-13.949542343338234,23.80751524538357,-37.06548949156524,"3.82","1.79",108,"93.5",3,"78.7",2821,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.44",0.446,0.405,"0.9",1,1,0,4,24,4,"Curveball",3,1,1,3,2,3,2,3,"Standard","Standard",304,"-0.134","1.058"
"CU","2023-04-01","81.1","3.8","5.56","Lodolo, Nick",665833,666157,,"ball",,,,,13,"Oneil Cruz singles on a ground ball to right fielder Wil Myers.   Carlos Santana scores.    Connor Joe to 3rd.","R","L","L","CIN","PIT","B",,,0,2,2023,"-1.33","-0.09","-1.5","1.89",,467793,656582,1,3,"Top",,,,,592200,,,-9.234431574233216,-117.69012838261474,-1.3217357754063372,-10.372175214013069,24.381221262822994,-32.947153701576205,"3.64","1.74",,,,"80.3",2750,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.4",,,,,,,,24,3,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",303,"0","0.061"
"FF","2023-04-01","92.4","3.69","5.59","Lodolo, Nick",665833,666157,,"called_strike",,,,,7,"Oneil Cruz singles on a ground ball to right fielder Wil Myers.   Carlos Santana scores.    Connor Joe to 3rd.","R","L","L","CIN","PIT","S",,,0,1,2023,"1.65","1.16","-0.72","2.25",,467793,656582,1,3,"Top",,,,,592200,,,-14.741249616514612,-133.68509132684807,-5.147183936883086,22.979484988129098,28.097056830763552,-17.22423870535009,"3.72","1.79",,,,"92",2329,"6.3",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.22",,,,,,,,24,2,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",106,"0","-0.1"
"FF","2023-04-01","90.6","3.77","5.51","Lodolo, Nick",665833,666157,,"called_strike",,,,,7,"Oneil Cruz singles on a ground ball to right fielder Wil Myers.   Carlos Santana scores.    Connor Joe to 3rd.","R","L","L","CIN","PIT","S",,,0,0,2023,"1.65","0.99","-0.71","1.97",,467793,656582,1,3,"Top",,,,,592200,,,-14.692601516230917,-131.0208283001966,-5.0110777701928875,22.030284140425284,26.1069112773939,-19.746782334958205,"3.8","1.82",,,,"90.7",2265,"6.6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"53.92",,,,,,,,24,1,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",116,"0","-0.077"
"FF","2023-04-01","92.8","3.66","5.5","Lodolo, Nick",656582,666157,"walk","ball",,,,,13,"Connor Joe walks.   Carlos Santana to 2nd.","R","R","L","CIN","PIT","B",,,3,2,2023,"1.61","0.82","-1.13","1.9",,,467793,1,3,"Top",,,,,592200,,,-15.70438784696238,-134.0195226467559,-5.0709091094919545,23.00036143480838,31.738971143243678,-21.221266108788825,"3.22","1.53",,,,"91.9",2362,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.1",,,"0.7",1,0,0,,23,6,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",116,"-0.041","0.313"
"FF","2023-04-01","93.2","3.71","5.58","Lodolo, Nick",656582,666157,,"foul",,,,,6,"Connor Joe walks.   Carlos Santana to 2nd.","R","R","L","CIN","PIT","S",,,3,1,2023,"1.75","0.78","0.29","2.41",,,467793,1,3,"Top",,,,,592200,,,-12.56257352112985,-134.99903719554445,-3.982553783894402,24.168082723010716,31.544845661307594,-21.911470670714397,"3.16","1.47",138,"80.5",70,"92.5",2361,"6.3",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.22",,,,,,,,23,5,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",121,"0","-0.076"
"FF","2023-04-01","93.1","3.63","5.53","Lodolo, Nick",656582,666157,,"ball",,,,,13,"Connor Joe walks.   Carlos Santana to 2nd.","R","R","L","CIN","PIT","B",,,2,1,2023,"1.62","0.84","-1.06","1.61",,,467793,1,3,"Top",,,,,592200,,,-15.551447175251974,-134.49288782322887,-5.981871987096843,23.335686320753265,33.034845024233036,-20.688078698483007,"3.25","1.56",,,,"92.2",2335,"6.5",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.03",,,,,,,,23,4,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",117,"0","0.114"
"CH","2023-04-01","87.7","3.67","5.61","Lodolo, Nick",656582,666157,,"ball",,,,,13,"Connor Joe walks.   Carlos Santana to 2nd.","R","R","L","CIN","PIT","B",,,1,1,2023,"1.66","0.22","-0.04","1.1",,,467793,1,3,"Top",,,,,592200,,,-12.34683844476342,-126.9677200606192,-5.157172868547488,20.575787868309188,27.158231009219797,-28.817569517477747,"3.25","1.56",,,,"87.1",1941,"6.3",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.19",,,,,,,,23,3,"Changeup",3,1,1,3,1,3,1,3,"Standard","Standard",106,"0","0.051"
"CH","2023-04-01","86.8","3.63","5.66","Lodolo, Nick",656582,666157,,"ball",,,,,14,"Connor Joe walks.   Carlos Santana to 2nd.","R","R","L","CIN","PIT","B",,,0,1,2023,"1.59","0.34","0.32","1.25",,,467793,1,3,"Top",,,,,592200,,,-11.105132473869253,-125.84208244039839,-5.0205892915834935,19.160737761400746,24.415620053639387,-27.73671679696724,"3.25","1.53",,,,"86.5",2019,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.32",,,,,,,,23,2,"Changeup",3,1,1,3,1,3,1,3,"Standard","Standard",112,"0","0.029"
"FF","2023-04-01","92.4","3.65","5.56","Lodolo, Nick",656582,666157,,"called_strike",,,,,7,"Connor Joe walks.   Carlos Santana to 2nd.","R","R","L","CIN","PIT","S",,,0,0,2023,"1.49","0.85","-0.54","1.94",,,467793,1,3,"Top",,,,,592200,,,-13.939528989523685,-134.0133720444967,-5.369677006009943,20.646251296761907,22.73337143874737,-20.913206107607408,"3.25","1.53",,,,"93.4",2301,"6.6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"53.94",,,,,,,,23,1,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",121,"0","-0.05"
"FF","2023-04-01","92.3","3.56","5.65","Lodolo, Nick",467793,666157,"single","hit_into_play",,,,,1,"Carlos Santana singles on a line drive to left fielder Stuart Fairchild.","R","R","L","CIN","PIT","X",7,"line_drive",2,2,2023,"1.38","1.25","-0.69","3.03",,,,1,3,"Top",56.52,110.28,,,592200,,,-13.815940676005983,-133.7460567748565,-3.5156891147631897,19.588258671673458,29.057229860263053,-16.554847081579293,"3.43","1.67",222,"85",17,"92.1",2226,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.07",0.96,0.901,"0.9",1,1,0,4,22,5,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",123,"-0.028","0.287"
"CU","2023-04-01","80.3","3.68","5.63","Lodolo, Nick",467793,666157,,"ball",,,,,13,"Carlos Santana singles on a line drive to left fielder Stuart Fairchild.","R","R","L","CIN","PIT","B",,,1,2,2023,"-1.13","0.24","-1.13","1.53",,,,1,3,"Top",,,,,592200,,,-8.465828034398696,-116.65843977904997,-2.735832459251734,-8.53278192264148,24.078788670499183,-29.642747220311822,"3.51","1.82",,,,"79.6",2689,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.42",,,,,,,,22,4,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",301,"0","0.029"
"CU","2023-04-01","79.2","3.86","5.67","Lodolo, Nick",467793,666157,,"foul",,,,,6,"Carlos Santana singles on a line drive to left fielder Stuart Fairchild.","R","R","L","CIN","PIT","S",,,1,1,2023,"-0.97","0.48","0.54","2.36",,,,1,3,"Top",,,,,592200,,,-5.401586594212117,-115.07791174533841,-1.168059680975813,-7.2134152890075125,26.346220410788074,-27.98565616835263,"3.43","1.67",154,"62.4",47,"77.9",2647,"6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.53",,,,,,,,22,3,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",301,"0","-0.044"
"CU","2023-04-01","77.6","3.7","5.73","Lodolo, Nick",467793,666157,,"called_strike",,,,,3,"Carlos Santana singles on a line drive to left fielder Stuart Fairchild.","R","R","L","CIN","PIT","S",,,1,0,2023,"-1.24","0.13","0.61","3.12",,,,1,3,"Top",,,,,592200,,,-4.300667154130276,-112.8559845871353,1.2732386295160216,-9.460117313781756,25.64143252994037,-31.64633097606086,"3.49","1.74",,,,"76.4",2714,"6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.49",,,,,,,,22,2,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",298,"0","-0.032"
"CU","2023-04-01","78","3.62","5.78","Lodolo, Nick",467793,666157,,"ball",,,,,12,"Carlos Santana singles on a line drive to left fielder Stuart Fairchild.","R","R","L","CIN","PIT","B",,,0,0,2023,"-0.86","0.4","0.09","3.62",,,,1,3,"Top",,,,,592200,,,-5.9687616036499005,-113.25189850459932,1.694146286296324,-5.884807498055518,25.570537445574523,-29.48176210993041,"3.46","1.74",,,,"76.7",2738,"6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.51",,,,,,,,22,1,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",295,"0","0.026"
"CU","2023-04-01","79.1","3.68","5.71","Lodolo, Nick",457705,666157,"strikeout","swinging_strike",,,,,14,"Andrew McCutchen strikes out swinging.","R","R","L","CIN","PIT","S",2,,1,2,2023,"-1.13","0.04","1.39","2.03",,,,0,3,"Top",,,,,592200,,,-2.860433470960057,-115.12273583276014,-1.229050325482689,-9.333936751664158,24.493199044557766,-31.768281695253137,"3.24","1.58",,,,"78.1",2729,"5.9",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.6",,,"0",1,0,0,,21,4,"Curveball",3,1,1,3,1,3,1,3,"Strategic","Standard",297,"0.024","-0.172"
"FF","2023-04-01","92.1","3.57","5.76","Lodolo, Nick",457705,666157,,"ball",,,,,12,"Andrew McCutchen strikes out swinging.","R","R","L","CIN","PIT","B",,,0,2,2023,"1.35","1.1","0.03","4.96",,,,0,3,"Top",,,,,592200,,,-11.904189423356257,-133.53625675736834,1.471663957697111,18.746829829974654,28.956496069552284,-19.64081183847166,"3.28","1.64",,,,"91.9",2274,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.12",,,,,,,,21,3,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Strategic","Standard",122,"0","0.021"
"FF","2023-04-01","92.6","3.6","5.76","Lodolo, Nick",457705,666157,,"foul",,,,,1,"Andrew McCutchen strikes out swinging.","R","R","L","CIN","PIT","S",,,0,1,2023,"1.37","1.04","-0.54","2.74",,,,0,3,"Top",,,,,592200,,,-13.453591862884112,-134.15490042505976,-4.163590605139613,19.345859159460492,27.50111762966124,-18.779770278132357,"3.24","1.58",139,"64.9",67,"92.2",2248,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.35",,,,,,,,21,2,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Strategic","Standard",122,"0","-0.048"
"FF","2023-04-01","92.9","3.58","5.63","Lodolo, Nick",457705,666157,,"called_strike",,,,,9,"Andrew McCutchen strikes out swinging.","R","R","L","CIN","PIT","S",,,0,0,2023,"1.49","0.66","0.38","1.69",,,,0,3,"Top",,,,,592200,,,-11.466736107464584,-134.80426182008662,-5.7814371425770865,20.62980644430832,27.975906096771645,-22.984770486959796,"3.41","1.72",,,,"93",2224,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.08",,,,,,,,21,1,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Strategic","Standard",120,"0","-0.038"
"CU","2023-04-01","78","3.71","5.77","Lodolo, Nick",668804,666157,"field_out","hit_into_play",,,,,2,"Bryan Reynolds grounds out, pitcher Nick Lodolo to first baseman Tyler Stephenson.","R","R","L","CIN","PIT","X",1,"ground_ball",3,1,2023,"-1.08","0.14","-0.07","2.79",,663647,,2,2,"Top",125.86,180.26,,,592200,,,-6.1493709891581485,-113.49658610038692,0.26738016516002894,-8.105640259398193,22.084668535757793,-31.22308784602523,"3.13","1.52",15,"64.2",-8,"77.8",2715,"6.3",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.23",0.091,0.09,"0",1,0,0,2,17,5,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",300,"0.031","-0.402"
"SI","2023-04-01","93.2","3.67","5.66","Lodolo, Nick",668804,666157,,"called_strike",,,,,3,"Bryan Reynolds grounds out, pitcher Nick Lodolo to first baseman Tyler Stephenson.","R","R","L","CIN","PIT","S",,,3,0,2023,"1.64","0.69","0.44","2.72",,663647,,2,2,"Top",,,,,592200,,,-11.88948351910483,-135.18013066192813,-3.2668876259683177,22.70327340462735,29.75218481646119,-23.12270236818754,"2.94","1.52",,,,"93.1",2353,"6.5",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.05",,,,,,,,17,4,"Sinker",3,1,1,3,1,3,1,3,"Standard","Standard",121,"0","-0.023"
"CU","2023-04-01","77.1","3.81","5.79","Lodolo, Nick",668804,666157,,"ball",,,,,14,"Bryan Reynolds grounds out, pitcher Nick Lodolo to first baseman Tyler Stephenson.","R","R","L","CIN","PIT","B",,,2,0,2023,"-1.32","0.05","1.07","2.28",,663647,,2,2,"Top",,,,,592200,,,-3.42658986160855,-112.20979649145309,-0.5262527789268215,-10.36615951461103,22.382784839941543,-31.851137585531095,"3.09","1.59",,,,"76.5",2663,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.42",,,,,,,,17,3,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",303,"0","0.04"
"CH","2023-04-01","87","3.71","5.69","Lodolo, Nick",668804,666157,,"ball",,,,,8,"Bryan Reynolds grounds out, pitcher Nick Lodolo to first baseman Tyler Stephenson.","R","R","L","CIN","PIT","B",,,1,0,2023,"1.41","0.13","0.08","1.47",,663647,,2,2,"Top",,,,,592200,,,-11.560485225577086,-126.14817708408228,-4.192936797554867,17.327822196415227,24.661351118990986,-30.083546334221946,"3.17","1.56",,,,"86.9",1921,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.14",,,,,,,,17,2,"Changeup",3,1,1,3,1,3,1,3,"Standard","Standard",113,"0","0.031"
"CU","2023-04-01","77.4","3.74","5.78","Lodolo, Nick",668804,666157,,"ball",,,,,13,"Bryan Reynolds grounds out, pitcher Nick Lodolo to first baseman Tyler Stephenson.","R","R","L","CIN","PIT","B",,,0,0,2023,"-1.41","-0.1","-0.75","1.22",,663647,,2,2,"Top",,,,,592200,,,-6.973825607042994,-112.5203698213898,-2.488336338079008,-10.371438517361034,23.70059918479999,-32.718097038829605,"3.09","1.56",,,,"76.6",2745,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.38",,,,,,,,17,1,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",299,"0","0.021"
"FF","2023-04-01","92.4","3.64","5.69","Lodolo, Nick",663647,666157,"double","hit_into_play",,,,,6,"Ke'Bryan Hayes doubles (1) on a fly ball to center fielder TJ Friedl.","R","R","L","CIN","PIT","X",8,"fly_ball",1,2,2023,"1.24","1.18","0.47","2.35",,,,2,2,"Top",181.42,60.3,,,592200,,,-10.803574428141967,-134.15621729193262,-5.278496151461843,17.30371123123812,28.296595370607097,-16.95423021349875,"3.23","1.57",368,"96.7",27,"92.6",2186,"6.5",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.03",0.337,0.542,"1.25",1,1,1,5,16,4,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",115,"-0.022","0.261"
"FF","2023-04-01","92.1","3.67","5.64","Lodolo, Nick",663647,666157,,"swinging_strike",,,,,12,"Ke'Bryan Hayes doubles (1) on a fly ball to center fielder TJ Friedl.","R","R","L","CIN","PIT","S",,,1,1,2023,"1.38","1.26","0.14","3.67",,,,2,2,"Top",,,,,592200,,,-11.887829003169612,-133.60841600567088,-1.8070070384396577,19.127324855841394,30.532721247363433,-16.971910099178018,"3.23","1.57",,,,"91.5",2226,"6.2",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.29",,,,,,,,16,3,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",115,"0","-0.027"
"CH","2023-04-01","87","3.6","5.63","Lodolo, Nick",663647,666157,,"swinging_strike",,,,,6,"Ke'Bryan Hayes doubles (1) on a fly ball to center fielder TJ Friedl.","R","R","L","CIN","PIT","S",,,1,0,2023,"1.53","-0.02","0.66","2.25",,,,2,2,"Top",,,,,592200,,,-10.177052625428452,-126.28167933436495,-1.8704258918864825,18.448887990638404,24.781004688066947,-32.230226870076116,"3.23","1.57",,,,"87",2039,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.13",,,,,,,,16,2,"Changeup",3,1,1,3,1,3,1,3,"Standard","Standard",111,"0","-0.023"
"CH","2023-04-01","87","3.57","5.62","Lodolo, Nick",663647,666157,,"ball",,,,,13,"Ke'Bryan Hayes doubles (1) on a fly ball to center fielder TJ Friedl.","R","R","L","CIN","PIT","B",,,0,0,2023,"1.53","0.05","-0.64","0.54",,,,2,2,"Top",,,,,592200,,,-13.179199189009816,-125.92671247669732,-6.044077125104203,18.96364722888461,25.71260338894323,-30.484304469738532,"3.17","1.57",,,,"86.7",1920,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.11",,,,,,,,16,1,"Changeup",3,1,1,3,1,3,1,3,"Standard","Standard",105,"0","0.018"
"FF","2023-04-01","93.8","3.61","5.62","Lodolo, Nick",595978,666157,"field_out","hit_into_play",,,,,3,"Austin Hedges lines out sharply to pitcher Nick Lodolo.","R","R","L","CIN","PIT","X",1,"line_drive",3,2,2023,"1.3","0.93","0.42","2.99",,,,1,2,"Top",124.93,176.99,,,592200,,,-11.108064910360822,-136.13887504910275,-3.1278943186797923,18.61422999311002,29.309485489734953,-20.04700691590861,"3.15","1.49",86,"96.8",4,"93.7",2216,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.14",0.486,0.47,"0",1,0,0,4,15,7,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Strategic","Standard",121,"0.016","-0.211"
"SI","2023-04-01","92.5","3.62","5.61","Lodolo, Nick",595978,666157,,"foul",,,,,5,"Austin Hedges lines out sharply to pitcher Nick Lodolo.","R","R","L","CIN","PIT","S",,,3,2,2023,"1.69","0.54","-0.06","2.58",,,,1,2,"Top",,,,,592200,,,-13.109472362191314,-134.01878372829975,-3.042165019871162,23.23124280452226,29.860368625256196,-25.203724202058787,"3.15","1.49",,,,"92.6",2261,"6.7",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"53.83",,,,,,,,15,6,"Sinker",3,1,1,3,1,3,1,3,"Strategic","Standard",118,"0","0"
"CU","2023-04-01","79.4","3.78","5.68","Lodolo, Nick",595978,666157,,"ball",,,,,13,"Austin Hedges lines out sharply to pitcher Nick Lodolo.","R","R","L","CIN","PIT","B",,,2,2,2023,"-1.36","-0.34","-0.77","0.68",,,,1,2,"Top",,,,,592200,,,-7.373475359140171,-115.37956344132016,-3.4798748582786447,-10.622590488889672,23.04869692666622,-34.69558860545075,"3.09","1.45",,,,"78.7",2854,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.43",,,,,,,,15,5,"Curveball",3,1,1,3,1,3,1,3,"Strategic","Standard",302,"0","0.062"
"CU","2023-04-01","79.9","3.79","5.69","Lodolo, Nick",595978,666157,,"ball",,,,,12,"Austin Hedges lines out sharply to pitcher Nick Lodolo.","R","R","L","CIN","PIT","B",,,1,2,2023,"-1.11","-0.09","1.13","3.16",,,,1,2,"Top",,,,,592200,,,-3.745754583417322,-116.3141858203355,1.2730326722843197,-9.44663642553728,21.12377311087269,-33.45744467405207,"3.15","1.43",,,,"79.5",2581,"5.9",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.57",,,,,,,,15,4,"Curveball",3,1,1,3,1,3,1,3,"Strategic","Standard",301,"0","0.029"
"CU","2023-04-01","79.6","3.74","5.68","Lodolo, Nick",595978,666157,,"foul",,,,,7,"Austin Hedges lines out sharply to pitcher Nick Lodolo.","R","R","L","CIN","PIT","S",,,1,1,2023,"-0.96","-0.04","-0.38","1.65",,,,1,2,"Top",,,,,592200,,,-7.219718736272697,-115.80593830255924,-2.001749103646803,-7.294606942237317,21.405029602035246,-32.41127380743508,"3.15","1.49",195,"73.3",50,"79.3",2718,"6.1",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.43",,,,,,,,15,3,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",301,"0","-0.044"
"FF","2023-04-01","92.3","3.59","5.72","Lodolo, Nick",595978,666157,,"foul",,,,,12,"Austin Hedges lines out sharply to pitcher Nick Lodolo.","R","R","L","CIN","PIT","S",,,1,0,2023,"1.36","0.95","1","2.89",,,,1,2,"Top",,,,,592200,,,-9.574792344942459,-134.03117076237558,-3.4248777694788695,18.526493825101046,29.926427849076962,-20.212879996420906,"3.15","1.49",263,"85.1",49,"92.4",2235,"6.6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"53.94",,,,,,,,15,2,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",113,"0","-0.032"
"FF","2023-04-01","93","3.54","5.7","Lodolo, Nick",595978,666157,,"ball",,,,,13,"Austin Hedges lines out sharply to pitcher Nick Lodolo.","R","R","L","CIN","PIT","B",,,0,0,2023,"1.46","1.01","-0.88","2.31",,,,1,2,"Top",,,,,592200,,,-14.49273367186952,-134.63363927238439,-5.096613272326685,20.81842830101708,27.68575087831028,-18.84275153243902,"3.17","1.51",,,,"92.8",2382,"6.4",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.14",,,,,,,,15,1,"4-Seam Fastball",3,1,1,3,1,3,1,3,"Standard","Standard",124,"0","0.026"
"CU","2023-04-01","79.5","3.68","5.71","Lodolo, Nick",678225,666157,"strikeout","swinging_strike",,,,,13,"Ji Hwan Bae strikes out swinging.","R","L","L","CIN","PIT","S",2,,0,2,2023,"-1.4","0.16","-1.34","1.24",,,,0,2,"Top",,,,,592200,,,-8.30267467018765,-115.39712537616323,-3.2216749555437527,-10.691394873322462,23.61914310798624,-30.319277929454195,"2.94","1.38",,,,"78.5",2858,"6",718756,666157,592200,663886,663697,668715,676480,656413,670770,571976,"54.52",,,"0",1,0,0,,14,3,"Curveball",3,1,1,3,1,3,1,3,"Standard","Standard",299,"0.023","-0.151"
